LoanPurpose_Debt_Consolidation,LoanPurpose_Education,LoanPurpose_Home,LoanPurpose_Other,credit.policy,int.rate,MonthlyDebtPayments,LogAnnualIncome,dti,LengthOfCreditHistory,revol.bal,CreditCardUtilizationRate,inq.last.6mths,PreviousLoanDefaults,pub.rec,HasBankruptcy,fully.paid
1.0,0.0,0.0,0.0,1,0.4492336127924609,0.1996546345731499,-0.8100471824719421,1.3776667942882947,0.8047251343929512,-0.0908907102710122,0.8341379987285813,0.1920480666263483,0,3.5781504602831933,1,1
1.0,0.0,0.0,0.0,1,0.3635584471606223,-0.3163781403679419,1.4686405861487464,-0.5007080243464175,-0.0711781957198203,-0.349345694934951,-0.9857419800743202,0.1920480666263483,1,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.3685699014830723,-0.0143890957533749,0.0016100574911165,0.4188675829202282,0.8047251343929512,-0.3213197417607091,-1.0374431158357666,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.9086959456837944,-1.0927696134566638,0.9447407250597384,-0.887133161049305,-0.0711781957198203,-0.4115893816358835,-1.4476054595432384,-0.7169889396237944,1,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.3536698726775354,-0.5290696088602741,-2.3490411026359443,-0.4179026379100845,-1.2390493025368492,-0.3149798326916945,-0.0758019906728693,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.4596681443453058,0.0407638690554902,-0.3142615111289283,0.062949693851779,1.3886606878014656,-0.3412874927537736,0.2275113391276143,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,0.3374833967509331,-1.1658400475685844,-0.6658378954499226,-1.5030890180493963,-0.2171620840719489,-0.4355862337195367,1.4338711735613558,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.2381946494346223,0.760601820435647,1.099771920580057,-0.8043277746129719,0.8047251343929512,-0.2763478634113442,0.2033841424389394,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.6980686052339,1.279966954896714,-0.7170735023608328,-1.279369202063514,-0.6551137491283348,-0.254869199509309,0.448102851709784,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.0675848082222532,-0.7024005989644928,0.1138336113494527,-1.4333581663135369,-1.3850331908889777,-0.483579937886843,1.2960014781974998,0.6465665697514197,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.5883453263647456,-0.6330005898310956,0.4767981061090663,0.5045784215122218,0.0748056926323082,0.3816695213170766,-0.8134048608695003,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.3536698726775354,0.7501700862861594,-0.1827299815000144,-1.4551490574809929,2.9944834596748797,-0.3335255480057277,-0.661748195969258,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,0.479033670403536,0.0990560131223036,0.9447407250597384,-0.6779406058417268,-1.0930654141847205,0.1258512278080084,0.3757212616437598,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.6330454127813574,0.800541839609843,1.3077052360853172,-0.8072332267686328,0.3667734693365654,0.0005047078500619,-0.4204762290825099,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.0096827630291148,0.005315290973435,0.540594388004325,-0.553006163148312,-0.3631459724240775,-0.3582334179288965,0.389508231180145,-0.7169889396237944,0,3.5781504602831933,1,1
0.0,0.0,0.0,1.0,1,-1.2121195990249325,-0.7730079847355622,2.43517594264507,-0.3786790338086636,-1.2390493025368492,-0.0758408326679309,-0.3515413814005818,-0.7169889396237944,2,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,0.2440307951548578,-1.7907287814598165,0.0748056926323082,-0.4543985807233882,-1.4165847780863707,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.553533814431222,-0.3074435532491677,-1.5181339840458692,0.2445404535805795,-1.2390493025368492,-0.377401273852506,0.1620232338297825,-0.7169889396237944,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,2.0722114478854534,-1.7907287814598165,-0.0711781957198203,-0.4073529003421027,-1.1408453873586588,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,2.0722114478854534,-1.2909910106861573,0.9507090227450796,2.0350822556240944,-1.5889218972911914,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.562270275955056,-0.7835846040815706,0.9447407250597384,-1.4972781137380746,-0.5091298607762061,-0.213778293533967,-0.9443810714651636,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.7390436844491273,-0.2110948975629274,-1.8445442138003725,-0.901660421827609,1.0966929110972083,-0.2389898010934594,-0.6858753926579333,-0.262470436498723,1,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.80067073684365,-0.7906356836455762,1.6042688126688192,-1.8314051116390675,1.0966929110972083,-0.3217641279104064,-0.9409343290810668,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.562270275955056,-1.1623145077865815,1.099771920580057,-0.1854664654572199,0.6587412460408226,-0.2855910953250477,-1.1615258416632368,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.3275948222678455,-0.776533524517565,0.4767981061090663,0.4275839393872107,0.0748056926323082,1.4551879560124554,-0.8202983456376928,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,0.8613072442828641,-1.2750110238300227,-0.8010976374804634,-0.3926585316587793,-1.3786706118613103,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,0.6803880351133867,-1.786370603226325,-0.3631459724240775,-0.494689591629275,-1.5923686396752874,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.3888930075190043,-0.7478945506719809,0.5817762303001247,-1.6556252562215883,-0.2171620840719489,0.3042870797831234,-1.0581235701403449,0.6465665697514197,0,3.5781504602831933,1,1
1.0,0.0,0.0,0.0,1,-0.8582439148934249,-0.7622864801930332,-0.2491308834101608,-0.6648660711412533,-0.0711781957198203,0.3381789301333693,0.0620677046909867,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.092919368580635,-0.7694341498880526,1.9008324055182864,-0.0983029007873957,-0.0711781957198203,1.2932832688060794,-0.2619260794140752,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.562270275955056,-0.7835846040815706,1.9008324055182864,-1.0251421384431934,-0.2171620840719489,0.7116114245956513,-0.7065558469625114,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.80067073684365,-0.7906356836455762,1.2413043179092056,-1.4987308398159052,-0.3631459724240775,-0.2528546489640146,-1.030549631067574,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.3275948222678455,-1.082337879307176,-1.3102006880597643,0.2808586055263396,-0.8010976374804634,-0.3926585316587793,-1.3442031880203462,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-0.7390436844491273,-1.071616374764647,2.0722114478854534,-1.8314051116390675,-0.3631459724240775,-0.5010887521849159,-1.6130490939798658,-0.7169889396237944,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.3888930075190043,-0.7478945506719809,-1.0136370952103,0.8764762974368054,0.2207895809844368,-0.0318169781045869,0.0103665689295406,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.4467950527121427,-0.7344202273955592,0.4549642701212102,0.2561622622032228,0.3667734693365654,-0.2983301649497031,-1.1167181906699837,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,1.0,0.0,0.0,1,-1.681470506399353,-0.726789607045471,-3.1636003825121506,-1.3955872882899465,0.8047251343929512,-0.461953145268242,-1.0443366006039592,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.4467950527121427,-0.7648461186648983,-0.9086589710192416,0.3157240313942693,-0.0711781957198203,-0.3607516061105145,-0.7892776641808251,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.2121195990249325,-0.7730079847355622,0.4328333688331096,-0.3844899381199851,-0.6551137491283348,0.1947903324977133,-0.3170739575596177,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.80067073684365,-0.6780598859490217,1.3077052360853172,-1.7921815075376468,1.242676799449337,-0.4176330332717665,-1.2614813708020327,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,-0.3541090076012163,-1.6686997909220622,0.512757357688694,-0.4482660518575657,-1.6130490939798658,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.7390436844491273,0.0236191208005454,-1.1625205371108795,-0.2769882083605354,-1.2390493025368492,-0.3963913753162364,0.2619787629685783,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.6235684612062146,2.3884835934763005,-0.2491308834101608,-1.243051050117754,-0.8010976374804634,-0.4293352018804616,-0.8099581184854036,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,1.0,0.0,0.0,1,-0.8582439148934249,-0.9959380071153544,-2.312486837630834,0.5568765603141167,-1.0930654141847205,-0.4162406233360484,-0.1964379741162436,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,1.3767604059371494,-1.082820829962245,-0.1126895701484113,-0.0053284318062497,-1.2390493025368492,-0.4099895914969733,1.5682941265411157,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.6235684612062146,0.3844315552025011,0.1138336113494527,0.6556619336065841,3.724402901435522,0.0088887932076839,-1.333862960868057,0.1920480666263483,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.2696927770747067,-1.3497959520843184,-1.673165177939591,-1.5350489917616652,-1.3850331908889777,-0.4669302701448515,0.9995816331652088,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,0.4343335839869243,1.7337473903994285,1.5491246735381223,-0.3568881426412075,-0.0711781957198203,0.7335344746473839,0.94098701263557,-0.7169889396237944,0,-0.2370031753165423,0,0
0.0,0.0,0.0,1.0,1,0.0841829070568007,0.3973746327583469,0.4767981061090663,0.3476840051065383,-0.0711781957198203,0.7739736142698365,1.606208292766176,0.6465665697514197,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.977444145337722,-0.548822290652591,0.1138336113494527,-0.7099005795539958,-0.947081525832592,-0.4014870031660986,0.7755433781989424,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.1504925466304095,0.3798918190448537,0.2440307951548578,-0.7941586920681591,1.6806284645057228,-0.149490430544427,0.8651586801854493,-0.7169889396237944,2,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,-0.545694476259628,-1.4609599617923144,1.3886606878014656,-0.4251875978166203,-1.1305051602063692,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.7390436844491273,-0.9934266637089963,-1.673165177939591,-1.613496199964507,-1.2390493025368492,-0.4453331032695637,-0.4963045615326307,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.1504925466304095,-1.0607982800911042,-0.7101751233011151,-0.7462187314997558,-0.8010976374804634,-0.4695669612997221,0.8306912563444853,0.1920480666263483,0,3.5781504602831933,1,1
0.0,0.0,0.0,1.0,1,-1.562270275955056,-1.0108128872914757,0.911879086001472,-0.5936824933275635,0.2207895809844368,-0.3105359711947217,-1.4062445509340815,-0.7169889396237944,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.6235684612062146,-1.383843973266674,-0.8105256620685016,0.270689522981527,-1.3850331908889777,-0.3682172934254288,-0.3412011542482925,-0.262470436498723,0,-0.2370031753165423,0,0
0.0,0.0,0.0,1.0,1,-0.8582439148934249,-0.9959380071153544,0.540594388004325,-0.2246900695586407,0.2207895809844368,-0.0178928787474054,-0.9064669052401028,-0.7169889396237944,1,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.977444145337722,-0.765860315040543,1.3715015017146106,-0.5893243150940721,0.512757357688694,0.12013345934857,-0.2274586555731111,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.553533814431222,0.1037406344764715,-0.7628961543090226,0.6934328116301743,-0.8010976374804634,0.1569878840301312,0.6583541371396648,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.681470506399353,-0.7871101438635734,2.2637969002779,-0.8900386132049657,0.3667734693365654,-0.4370971466285074,-1.5337740191456484,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7906356836455762,0.3645745522507302,-1.1689620201484034,2.1185801295621087,-0.4770030228713233,-1.5785816701389015,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.562270275955056,-0.4049029954420665,1.6042688126688192,-1.4362636184691977,0.2207895809844368,0.200389597983899,-0.7720439522603432,1.101085072876491,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.8582439148934249,-0.2950800164794045,-0.2491308834101608,0.3665694441183337,-0.8010976374804634,-0.1666437359227421,0.0344937656182154,0.6465665697514197,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.0228847218056425,-0.4526185201628712,2.1746460144904165,-0.894396791438457,0.6587412460408226,1.1701290538533062,0.9823479212447268,-0.7169889396237944,0,-0.2370031753165423,0,0
0.0,0.0,1.0,0.0,1,-0.977444145337722,-1.1534282157333144,0.4767981061090663,1.0740470440217402,0.0748056926323082,-0.493119427233678,-1.4820728833842025,0.6465665697514197,0,-0.2370031753165423,0,0
0.0,0.0,1.0,0.0,1,0.199658130299714,-1.1353658612337385,-0.9086589710192416,1.0740470440217402,0.3667734693365654,-0.4001242189736936,-0.4032425171620279,-0.262470436498723,0,-0.2370031753165423,0,0
1.0,0.0,0.0,0.0,1,-0.3888930075190043,0.9097369827209152,-0.545694476259628,0.1297750934319777,0.3667734693365654,-0.3081362859863564,-0.4308164562347993,0.6465665697514197,0,3.5781504602831933,1,0
0.0,1.0,0.0,0.0,1,-1.80067073684365,-0.9406884521754753,-0.545694476259628,-1.3302146147875784,-1.0930654141847205,-0.4913122568915757,-1.233907431729261,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.3275948222678455,-1.2352400567019817,0.3645745522507302,-0.9496003823960124,-0.8010976374804634,-0.3243119418353374,-0.9305941019287776,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.504368230761917,-0.9093932497270124,-1.8445442138003725,0.7835018284556595,-0.947081525832592,-0.3371695144332454,1.130557843760872,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.681470506399353,-1.0886645328885782,1.3077052360853172,-1.520521730983361,1.534644576153594,0.1225331445569353,-1.5785816701389015,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.681470506399353,-1.0886645328885782,-0.1827299815000144,-1.0541966599998016,1.534644576153594,0.1225331445569353,-1.5889218972911914,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.3275948222678455,-1.1129086557730357,1.2413043179092056,0.3476840051065383,-0.6551137491283348,-0.2594908154661607,-1.0994844787495015,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.977444145337722,-0.9208874753176516,0.9447407250597384,0.3476840051065383,-0.6551137491283348,-0.2594908154661607,-1.0994844787495015,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.3275948222678455,-1.082337879307176,0.1671694144661396,-0.0547211184524834,-0.8010976374804634,-0.3921252682791425,-0.5548991820622696,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.0350173233874963,-0.6726991336777571,-0.7628961543090226,-0.7999695963794808,-0.6551137491283348,-0.4406522358260857,-0.3653283509369674,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.1420849522499392,0.6034979723417424,0.1138336113494527,1.0043161922858808,-0.8010976374804634,0.478753082154276,0.7583096662784603,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.681470506399353,-0.937887338376076,0.1619138489709326,-1.3287618887097477,-0.8010976374804634,-0.4442665765102902,-1.0236561462993807,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.1420849522499392,1.5706066591171624,0.7733616989585336,-1.070176646855936,-1.0930654141847205,0.1619057574201144,0.5308246689280978,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.977444145337722,1.5595953841815922,0.8783398231495919,-1.4159254533795722,-0.947081525832592,-0.1960620990327021,-0.1481835807388939,-0.7169889396237944,0,-0.2370031753165423,0,0
0.0,0.0,0.0,1.0,1,-0.2696927770747067,-1.0351053052414405,-2.14110780177005,-0.0532683923746531,-1.2390493025368492,-0.4161517461061089,0.2861059596572532,0.6465665697514197,0,-0.2370031753165423,0,0
1.0,0.0,0.0,0.0,1,-0.3888930075190043,-0.7796244087100058,-1.0136370952103,-0.0358356794406883,-1.0930654141847205,-0.1363958520000138,1.3545960987271384,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.3275948222678455,0.312858268121294,1.6042688126688192,-1.1340965942804735,3.578419013083394,1.3333668995087742,-0.2653728217981716,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.3888930075190043,-0.4901437860617228,0.7368074258204432,0.7835018284556595,-0.3631459724240775,-0.0052130606093763,-0.7134493317307042,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.562270275955056,-0.1018997544518549,0.1931955261495254,-1.3244037104762565,0.512757357688694,0.6953172657734177,-1.2959487946429964,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.681470506399353,-0.7871101438635734,-0.3541090076012163,-1.1050420727238657,-0.947081525832592,-0.4608273670223422,-1.4200315204704677,0.1920480666263483,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.2696927770747067,0.052451274908157,2.2637969002779,1.0740470440217402,2.2645640179142372,2.683708279722246,-0.0689085059046769,0.1920480666263483,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.562270275955056,-0.0261730917370554,1.8363130364600788,-1.7268088340352783,1.3886606878014656,-0.4106117321065494,-1.4200315204704677,0.6465665697514197,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.562270275955056,-0.1018997544518549,0.7733616989585336,-1.4769399486484491,1.6806284645057228,0.6953172657734177,-1.282161825106611,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.092919368580635,-0.383653166619036,0.8266975020752233,-0.4280717204548973,-0.0711781957198203,3.2910063918985504,-1.6130490939798658,0.6465665697514197,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.9161459600865631,-1.2422428412004802,1.213965917049472,-1.7689378902923605,0.512757357688694,-0.3615811269232827,-0.975401752922031,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.1504925466304095,-1.0848009276480273,-0.3541090076012163,-1.4246418098465543,0.3667734693365654,-0.4166553837424325,0.9720076940924376,-0.7169889396237944,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.0228847218056425,-1.1852063688368462,0.8783398231495919,0.6222492338164848,-0.2171620840719489,-0.4995778392759452,-1.6130490939798658,-0.7169889396237944,0,-0.2370031753165423,0,0
0.0,0.0,1.0,0.0,1,-1.562270275955056,-0.0261730917370554,1.6042688126688192,-0.9830130821861116,0.3667734693365654,0.5995668633853102,-1.485519625768299,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.092919368580635,1.082343546842531,0.4767981061090663,-0.4440517073110317,0.512757357688694,-0.387355523605725,-1.040889858219863,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,1.0,0.0,1,-1.562270275955056,-0.0261730917370554,0.6803880351133867,-1.379607301433812,0.3667734693365654,0.5995668633853102,-1.485519625768299,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.0350173233874963,-0.2546087515846329,0.3645745522507302,-0.3496245122520556,-0.3631459724240775,0.2775646593146602,-0.251585852261786,-0.7169889396237944,1,-0.2370031753165423,0,0
1.0,0.0,0.0,0.0,1,-0.7390436844491273,-0.5239503319165439,-0.3541090076012163,-0.9786549039526204,-1.0930654141847205,-0.3349772094280722,-0.1585238078911831,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,0.0841829070568007,-0.4102154526478241,-1.44582891457984,-1.1035893466460351,-1.3850331908889777,-0.4696558385296616,1.2098329185950896,0.6465665697514197,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-0.7390436844491273,0.0236674158660523,1.2413043179092056,0.2605204404367142,0.0748056926323082,1.1798759234033334,1.0581762536948478,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.6235684612062146,-0.4014740457910775,0.0304001305725785,-0.782536883445516,0.3667734693365654,0.7016571748424323,1.0512827689266548,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.7882092681184323,0.1600043857919955,0.4103972041989199,0.7588054851325424,-1.2390493025368492,-0.3880665414452407,-1.3890108390135996,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.9744949980302964,1.2413043179092056,-1.8314051116390675,-0.2171620840719489,-0.5010887521849159,-1.6130490939798658,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,-1.9161459600865631,-1.227319665958852,1.099771920580057,-1.7994451379267986,4.600306231548294,-0.4996074650192583,-1.6027088668275766,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,1.2612851826942368,1.838113026959812,0.8091125148056308,-1.6091380217310158,-0.3631459724240775,-0.365728730987124,0.3309136106505061,-0.262470436498723,0,-0.2370031753165423,0,1
0.0,1.0,0.0,0.0,1,-0.6235684612062146,-0.5979866673386023,-1.756598666849445,-0.6474333582072883,-0.6551137491283348,-0.2484404132103549,1.3545960987271384,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.3888930075190043,-0.113490570173508,-0.888452544728,1.3863831507552768,-0.6551137491283348,-0.0761074643577493,-0.0344410820637128,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.3888930075190043,-0.4901920811272296,-0.1827299815000144,0.8387054194132147,-0.5091298607762061,-0.4977410431905297,-1.530327276761552,-0.262470436498723,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.553533814431222,-0.2704495330708921,0.1724080633588047,-0.4077335553652716,-0.6551137491283348,-0.1387362857217528,1.178812237138222,0.6465665697514197,0,-0.2370031753165423,0,0
1.0,0.0,0.0,0.0,1,0.8962344769585762,-0.3412500991039889,0.0304001305725785,1.1844542259368511,-0.3631459724240775,-0.0996006788050789,0.7686498934307495,-0.7169889396237944,1,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.7390436844491273,-0.6021883380377016,0.7238168576739569,-0.2915154691388394,-0.8010976374804634,-0.0029911298608899,0.5894192894577367,-0.7169889396237944,0,-0.2370031753165423,0,1
1.0,0.0,0.0,0.0,1,0.0841829070568007,-0.0871697594722542,-0.5868763185554278,-1.0934202641012225,-0.3631459724240775,0.2760833721490026,0.5549518656167727,0.6465665697514197,0,3.5781504602831933,1,0
0.0,0.0,0.0,1.0,1,-1.80067073684365,-0.7493916977026944,0.6803880351133867,-1.4478854270918409,1.8266123528578513,-0.3304444707011599,-1.0615703125244411,-0.7169889396237944,0,-0.2370031753165423,0,1
0.0,0.0,0.0,1.0,1,-0.7390436844491273,-0.8134309545648271,-0.332564364187035,-1.357816410266356,0.8047251343929512,-0.497978049137035,-0.4066892595461243,-0.262470436498723,1,-0.2370031753165423,0,0
